city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price
Mumbai,Bandra West,Apartment,1452.5,2,1,11,14,6,Semi-Furnished,0,1,0,1,5.96,7.55,82947000
Mumbai,Andheri West,Plot,2640.1,0,0,0,0,0,Unfurnished,0,0,0,0,7.02,5.87,59339000
Mumbai,Andheri West,Apartment,668.3,2,2,1,11,6,Unfurnished,1,1,0,1,4.34,4.14,21985000
Pune,Baner,Apartment,2362.8,4,3,6,7,11,Semi-Furnished,2,1,0,0,5.09,5.94,27987000
Mumbai,Panvel,Apartment,996.8,2,2,7,13,2,Furnished,2,0,0,1,7.02,6.38,12183000
Pune,Baner,Apartment,2325.0,3,2,6,8,2,Unfurnished,0,1,1,1,3.18,8.73,27001000
Mumbai,Powai,Apartment,2223.6,4,3,13,16,1,Semi-Furnished,1,1,0,0,10.0,5.47,66689000
Nagpur,Hingna,Apartment,2786.5,5,5,1,7,4,Unfurnished,1,0,0,0,5.38,2.48,12692000
Nagpur,Kalmna,Plot,2517.1,0,0,0,0,0,Unfurnished,0,0,0,0,6.18,3.42,5414000
Nagpur,Kalmna,Villa,1738.3,3,2,6,15,5,Semi-Furnished,1,0,0,1,8.11,5.19,7608000
Nagpur,Kalmna,Plot,2479.8,0,0,0,0,0,Unfurnished,0,0,0,0,7.28,5.77,5918000
Pune,Hadapsar,Apartment,2060.3,4,4,0,11,3,Furnished,2,0,1,1,7.42,6.16,19005000
Mumbai,Bandra West,Apartment,1200.1,2,2,13,22,2,Furnished,2,0,0,0,3.87,4.97,46674000
Pune,Baner,Apartment,1616.5,3,2,5,11,1,Unfurnished,1,1,0,0,5.76,5.26,17339000
Pune,Wakad,Villa,878.2,2,2,14,19,8,Semi-Furnished,2,1,0,1,6.65,6.46,11118000
Pune,Kothrud,Apartment,3453.5,5,5,2,6,2,Unfurnished,1,1,0,0,6.39,7.62,37222000
Pune,Baner,Apartment,1581.7,3,2,7,11,13,Unfurnished,1,1,0,1,7.92,3.52,18233000
Mumbai,Bandra West,Villa,1758.2,3,3,13,14,4,Semi-Furnished,1,1,1,0,6.58,2.7,104610000
Nagpur,Ramdaspeth,Apartment,1035.7,2,1,2,7,5,Unfurnished,0,1,0,1,6.23,5.73,8604000
Nagpur,Civil Lines,Apartment,1475.5,3,3,3,12,15,Furnished,0,1,0,0,5.36,4.24,15324000
Mumbai,Chembur,Apartment,1077.1,2,2,5,19,3,Semi-Furnished,1,0,0,1,5.54,4.72,25959000
Pune,Wagholi,Apartment,1273.7,2,2,9,11,10,Unfurnished,1,0,0,1,4.12,7.17,7626000
Pune,Koregaon Park,Apartment,617.5,1,1,10,10,5,Unfurnished,0,0,0,1,5.41,8.2,10639000
Nagpur,Hingna,Apartment,1543.1,3,3,0,1,3,Semi-Furnished,2,1,0,1,4.33,5.86,5593000
Mumbai,Panvel,Apartment,1856.0,3,2,9,18,3,Semi-Furnished,1,1,0,1,8.05,7.84,21459000
Nagpur,Manish Nagar,Apartment,671.3,2,2,3,4,0,Unfurnished,1,0,0,1,5.81,7.4,3820000
Mumbai,Chembur,Plot,800.0,0,0,0,0,0,Unfurnished,0,0,0,0,6.29,5.15,12444000
Pune,Baner,Plot,2093.2,0,0,0,0,0,Unfurnished,0,0,0,0,8.4,3.46,17005000
Pune,Hinjewadi,Plot,1362.8,0,0,0,0,0,Unfurnished,1,0,0,0,4.77,7.65,9187000
Nagpur,Civil Lines,Apartment,2372.3,4,3,9,14,20,,0,0,0,1,5.6,4.0,21668000
Pune,Wagholi,Villa,1768.4,3,2,5,11,11,Furnished,2,0,0,1,8.26,2.09,12869000
Nagpur,Manish Nagar,Apartment,1430.4,2,1,9,10,30,Semi-Furnished,0,1,0,1,6.9,7.91,6502000
Nagpur,Hingna,Plot,3415.9,0,0,0,0,0,Unfurnished,1,0,0,0,6.94,7.75,9744000
Pune,Kothrud,Apartment,961.2,3,2,1,1,5,Unfurnished,1,1,1,1,5.4,5.61,11888000
Pune,Koregaon Park,Plot,2126.4,0,0,0,0,0,Unfurnished,1,0,0,0,8.24,8.03,25719000
Pune,Kothrud,Apartment,1170.7,2,2,0,1,1,Semi-Furnished,1,0,0,1,7.41,5.42,12271000
Pune,Wagholi,Apartment,2440.8,4,4,1,1,12,Semi-Furnished,1,0,0,1,7.98,4.16,15820000
Mumbai,Andheri West,Apartment,1010.1,2,2,7,13,2,Unfurnished,1,1,0,1,8.66,5.72,32601000
Pune,Baner,Apartment,1515.6,2,1,6,7,3,Unfurnished,2,0,1,0,9.35,6.65,19710000
Nagpur,Hingna,Plot,800.0,0,0,0,0,0,Unfurnished,1,0,0,0,8.46,5.72,1838000
Nagpur,Kalmna,Apartment,2312.3,4,4,4,11,28,Semi-Furnished,1,1,1,0,5.64,5.08,7900000
Mumbai,Bandra West,Villa,942.0,2,2,6,15,12,Furnished,1,1,0,0,5.31,2.94,49507000
Pune,Baner,Apartment,853.8,2,1,2,3,1,Unfurnished,1,0,0,1,6.9,6.53,11489000
Pune,Wakad,Apartment,1954.9,3,2,9,13,0,Unfurnished,2,0,0,0,7.58,6.2,18005000
Pune,Hinjewadi,Apartment,1403.2,3,2,1,7,1,Semi-Furnished,2,0,0,1,6.31,3.36,11435000
Mumbai,Powai,Apartment,440.1,1,1,20,21,10,Unfurnished,2,0,0,0,5.52,5.62,12076000
Nagpur,Besa,Plot,2234.9,0,0,0,0,0,Unfurnished,0,0,0,0,6.59,6.53,7138000
Pune,Wagholi,Apartment,2131.9,3,3,3,4,15,Unfurnished,1,0,1,0,7.45,7.83,12438000
Nagpur,Manish Nagar,Plot,1841.5,0,0,0,0,0,Unfurnished,1,0,0,0,4.7,6.0,7235000
Mumbai,Powai,Apartment,1461.5,3,3,5,10,0,Unfurnished,2,1,0,1,4.9,4.19,31549000
Pune,Baner,Apartment,1895.9,4,3,4,8,4,Unfurnished,0,1,0,0,6.5,7.6,21067000
Pune,Hadapsar,Apartment,1034.2,2,2,4,8,0,Unfurnished,1,0,1,1,4.34,6.05,7068000
Nagpur,Ramdaspeth,Apartment,952.1,2,2,4,8,13,Furnished,1,0,0,1,5.67,5.69,8030000
Nagpur,Besa,Apartment,923.8,2,2,4,4,0,Unfurnished,1,0,0,1,6.04,8.81,4526000
Mumbai,Goregaon,Apartment,965.6,2,2,6,11,5,Unfurnished,1,1,0,0,7.24,7.01,19903000
Mumbai,Chembur,Apartment,2415.5,5,5,1,6,27,Furnished,0,0,0,1,6.38,6.33,52891000
Mumbai,Andheri West,Plot,3132.1,0,0,0,0,0,Unfurnished,0,0,0,0,5.37,4.83,61454000
Pune,Kothrud,Apartment,2856.8,5,4,9,9,3,Semi-Furnished,2,1,0,1,6.99,5.28,30792000
Mumbai,Andheri West,Villa,453.3,1,1,8,14,0,Semi-Furnished,1,1,0,1,4.98,6.71,17835000
Mumbai,Panvel,Villa,1449.1,2,1,11,11,3,Unfurnished,0,0,1,1,7.05,6.34,18046000
Nagpur,Hingna,Apartment,1402.2,3,2,2,4,15,Unfurnished,0,1,0,1,7.24,4.35,4518000
Pune,Wagholi,Plot,3265.9,0,0,0,0,0,Unfurnished,1,0,0,0,6.03,9.48,13146000
Nagpur,Civil Lines,Apartment,958.9,2,2,2,3,10,Unfurnished,0,0,0,1,4.48,8.46,9441000
Mumbai,Bandra West,Apartment,490.3,1,1,2,10,1,Unfurnished,2,0,0,1,4.59,6.75,22379000
Pune,Hadapsar,Apartment,320.0,1,1,5,7,12,Unfurnished,1,0,0,1,8.55,6.86,2385000
Mumbai,Mira Road,Apartment,1329.2,3,3,9,9,0,Unfurnished,1,1,0,1,3.37,5.43,15134000
Pune,Hinjewadi,Plot,2417.9,0,0,0,0,0,Unfurnished,0,0,0,0,6.93,8.77,12334000
Pune,Kalyani Nagar,Apartment,1490.8,3,3,0,5,3,Unfurnished,2,0,0,1,7.25,5.99,19815000
Pune,Wagholi,Villa,935.5,2,1,4,9,1,Semi-Furnished,0,1,1,1,6.26,7.87,7974000
Nagpur,Dharampeth,Plot,1473.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.86,7.0,7970000
Nagpur,Besa,Apartment,559.1,1,1,2,3,6,Unfurnished,1,0,0,0,8.62,5.74,2603000
Pune,Hinjewadi,Apartment,737.7,1,1,1,5,3,Unfurnished,1,0,0,0,6.82,6.17,6046000
Nagpur,Manish Nagar,Plot,2901.7,0,0,0,0,0,Unfurnished,1,0,0,0,4.55,6.84,10133000
Nagpur,Besa,Apartment,1189.5,2,1,0,2,0,Furnished,1,0,0,1,8.01,7.03,6383000
Pune,Hadapsar,Plot,2204.4,0,0,0,0,0,Unfurnished,1,0,0,0,9.15,8.77,11505000
Nagpur,Dharampeth,Apartment,1676.3,2,2,1,1,4,Semi-Furnished,0,0,0,1,6.93,10.0,14390000
Pune,Hadapsar,Apartment,3030.9,4,4,0,1,2,Semi-Furnished,0,0,0,1,6.28,6.29,23071000
Mumbai,Bandra West,Plot,3267.8,0,0,0,0,0,Unfurnished,1,0,0,0,7.84,5.71,100272000
Nagpur,Kalmna,Apartment,1208.0,2,2,4,11,1,Semi-Furnished,0,0,0,1,5.3,3.65,4116000
Nagpur,Dharampeth,Apartment,1931.7,3,3,3,5,24,Semi-Furnished,1,0,0,1,6.69,7.81,15903000
Nagpur,Hingna,Apartment,1112.7,2,1,2,9,7,Semi-Furnished,2,0,0,1,9.74,10.0,4563000
Nagpur,Kalmna,Apartment,2017.4,3,3,1,7,12,Furnished,2,1,0,0,5.5,4.56,6692000
Pune,Hinjewadi,Apartment,1566.9,3,2,5,6,23,Furnished,1,0,0,1,6.13,6.16,14856000
Nagpur,Besa,Villa,1276.3,2,2,3,11,2,,1,0,0,0,8.91,5.53,6591000
Mumbai,Goregaon,Apartment,1178.8,2,1,9,10,13,Unfurnished,1,1,0,1,5.33,5.84,21154000
Nagpur,Kalmna,Apartment,2073.1,3,2,15,19,4,Unfurnished,1,0,0,0,5.67,1.37,5162000
Nagpur,Civil Lines,Apartment,1249.2,2,2,9,13,0,Unfurnished,1,1,0,0,6.29,3.93,13600000
Pune,Wagholi,Apartment,408.4,1,1,3,3,19,Furnished,2,0,0,1,4.03,5.51,2295000
Mumbai,Bandra West,Villa,3021.0,5,4,10,12,5,Semi-Furnished,0,1,0,0,4.13,8.26,186334000
Pune,Wakad,Apartment,1800.4,3,2,7,11,4,Semi-Furnished,1,0,0,0,10.0,8.4,20940000
Nagpur,Ramdaspeth,Apartment,636.3,1,1,0,2,18,Semi-Furnished,1,0,0,0,5.48,8.17,4868000
Nagpur,Besa,Apartment,1921.1,4,3,8,11,22,Semi-Furnished,2,0,1,1,6.06,6.03,7590000
Mumbai,Malad,Villa,1457.9,3,2,8,18,0,Unfurnished,0,1,1,1,5.34,5.74,34389000
Pune,Wakad,Plot,2782.0,0,0,0,0,0,Unfurnished,1,0,0,0,4.23,6.48,16880000
Pune,Koregaon Park,Apartment,1749.5,3,3,0,4,2,Unfurnished,0,0,1,0,2.56,4.36,21087000
Nagpur,Hingna,Apartment,916.1,2,2,1,1,9,Semi-Furnished,1,0,0,1,7.94,5.73,3531000
Pune,Wakad,Apartment,924.2,2,2,6,6,5,Furnished,1,1,0,0,6.55,6.03,11722000
Pune,Baner,Apartment,2125.3,4,3,2,15,1,Furnished,1,0,0,1,2.48,6.65,21765000
Nagpur,Manish Nagar,Apartment,569.7,1,1,1,1,13,Unfurnished,0,0,0,1,4.08,4.95,3121000
Nagpur,Manish Nagar,Apartment,2971.6,5,5,1,1,16,Unfurnished,2,0,0,0,6.05,5.62,17044000
Nagpur,Wardha Road,Apartment,2543.4,5,5,0,1,11,Unfurnished,1,0,0,1,7.09,4.66,14859000
Mumbai,Panvel,Plot,3280.2,0,0,0,0,0,Unfurnished,0,0,0,0,5.73,4.73,23409000
Nagpur,Ramdaspeth,Villa,1795.3,3,3,8,9,6,Semi-Furnished,1,0,0,1,6.0,4.08,17143000
Nagpur,Kalmna,Apartment,3240.4,5,5,3,6,6,Furnished,1,0,0,0,5.89,7.48,11219000
Nagpur,Civil Lines,Apartment,990.1,2,1,3,3,13,Semi-Furnished,2,1,0,0,3.32,10.0,10265000
Nagpur,Ramdaspeth,Plot,2907.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.99,6.94,18724000
Nagpur,Civil Lines,Plot,1291.2,0,0,0,0,0,Unfurnished,0,0,0,0,7.62,5.25,8057000
Nagpur,Dharampeth,Apartment,1227.3,2,1,5,5,10,Semi-Furnished,1,0,0,1,4.68,6.07,8677000
Mumbai,Bandra West,Apartment,1253.2,2,1,14,19,7,Unfurnished,2,0,0,0,6.81,5.58,58888000
Nagpur,Dharampeth,Apartment,1590.1,3,2,16,16,9,Semi-Furnished,0,1,0,1,6.79,7.87,12107000
Nagpur,Besa,Apartment,1373.4,3,3,3,3,4,Unfurnished,1,0,0,1,4.67,7.69,5226000
Nagpur,Kalmna,Plot,2824.0,0,0,0,0,0,Unfurnished,1,0,0,0,6.02,6.21,7594000
Mumbai,Powai,Apartment,795.2,2,2,0,6,9,Unfurnished,0,0,1,1,5.53,4.47,16224000
Nagpur,Hingna,Apartment,1031.3,2,2,5,11,14,Furnished,2,0,0,1,8.59,8.23,4482000
Nagpur,Kalmna,Plot,1559.2,0,0,0,0,0,Unfurnished,1,0,0,0,7.22,4.32,3033000
Nagpur,Kalmna,Apartment,1346.8,2,1,3,9,35,Semi-Furnished,2,0,0,0,7.11,9.5,3744000
Pune,Hinjewadi,Apartment,1324.5,2,2,4,4,4,Semi-Furnished,1,0,0,1,6.54,6.11,12698000
Mumbai,Andheri West,Apartment,1919.9,3,3,3,18,14,Semi-Furnished,0,1,0,0,3.67,9.51,51436000
Pune,Hinjewadi,Apartment,1020.8,2,2,1,5,9,Semi-Furnished,2,0,0,0,7.55,7.3,8706000
Mumbai,Bandra West,Plot,1305.0,0,0,0,0,0,Unfurnished,1,0,0,0,10.0,4.85,40187000
Nagpur,Civil Lines,Apartment,1251.4,2,2,1,8,23,Furnished,1,0,0,1,4.67,5.91,11672000
Nagpur,Civil Lines,Plot,2582.6,0,0,0,0,0,Unfurnished,1,0,0,0,9.36,6.95,17698000
Nagpur,Dharampeth,Apartment,2032.2,4,4,6,12,1,Unfurnished,1,0,0,1,7.04,4.93,12773000
Pune,Kothrud,Apartment,509.4,2,1,1,1,5,Semi-Furnished,1,0,0,1,4.94,9.66,6841000
Pune,Hadapsar,Apartment,1979.0,4,3,3,5,16,Unfurnished,2,1,0,0,6.51,5.35,13213000
Mumbai,Panvel,Villa,479.9,1,1,0,14,5,Semi-Furnished,1,1,0,1,9.21,4.18,6736000
Nagpur,Wardha Road,Plot,2348.8,0,0,0,0,0,Unfurnished,1,0,0,0,3.02,4.73,8711000
Nagpur,Kalmna,Apartment,526.9,1,1,2,6,2,Unfurnished,0,1,0,0,4.68,1.56,1383000
Nagpur,Civil Lines,Plot,3043.5,0,0,0,0,0,Unfurnished,1,0,0,0,7.59,4.7,18967000
Nagpur,Ramdaspeth,Apartment,1895.1,3,3,0,1,19,Unfurnished,1,0,0,0,7.52,5.88,14950000
Mumbai,Andheri West,Apartment,1739.6,3,2,1,4,7,Unfurnished,0,0,0,1,5.21,3.29,44722000
Nagpur,Dharampeth,Villa,2430.4,4,4,0,1,6,Unfurnished,0,0,1,1,7.22,9.61,26191000
Pune,Koregaon Park,Apartment,1118.4,3,2,4,6,0,Semi-Furnished,1,1,0,0,7.94,2.03,17987000
Nagpur,Civil Lines,Apartment,1702.7,3,2,1,1,0,Unfurnished,2,0,0,0,4.77,6.67,16906000
Mumbai,Andheri West,Apartment,1507.6,3,3,7,13,0,Unfurnished,0,1,0,1,5.69,4.48,41737000
Nagpur,Wardha Road,Apartment,1400.7,3,3,0,10,25,Unfurnished,2,0,0,0,5.96,7.06,6169000
Nagpur,Besa,Plot,2469.8,0,0,0,0,0,Unfurnished,0,0,0,0,6.5,9.1,8053000
Pune,Hinjewadi,Plot,2356.0,0,0,0,0,0,Unfurnished,0,0,0,0,3.57,8.56,12757000
Nagpur,Manish Nagar,Apartment,2782.6,5,5,0,2,0,Furnished,1,0,0,0,6.78,8.04,15907000
Mumbai,Bandra West,Apartment,1181.9,2,1,6,10,8,Unfurnished,1,0,0,1,8.38,6.65,50980000
Nagpur,Hingna,Apartment,576.4,1,1,7,8,20,Furnished,1,1,0,1,5.83,7.45,2639000
Mumbai,Goregaon,Apartment,1430.7,2,1,13,15,4,Unfurnished,2,0,0,1,6.14,7.37,25237000
Nagpur,Civil Lines,Apartment,2316.8,4,4,2,5,6,Furnished,2,0,0,1,5.98,10.0,26445000
Pune,Baner,Plot,3644.5,0,0,0,0,0,Unfurnished,1,0,0,0,7.34,4.51,28148000
Nagpur,Besa,Apartment,687.8,1,1,3,5,16,Furnished,2,0,0,1,7.79,5.66,3395000
Nagpur,Civil Lines,Apartment,1415.1,2,1,7,12,27,Semi-Furnished,1,0,0,0,8.1,7.63,11549000
Nagpur,Kalmna,Apartment,660.7,1,1,9,10,2,Semi-Furnished,0,1,0,1,6.87,4.59,2555000
Mumbai,Bandra West,Apartment,1740.5,3,3,15,15,2,Semi-Furnished,2,0,0,0,9.33,1.74,79633000
Pune,Koregaon Park,Apartment,827.8,1,1,3,3,9,Furnished,0,0,0,1,6.77,6.63,13669000
Pune,Hadapsar,Plot,2071.2,0,0,0,0,0,Unfurnished,0,0,0,0,5.07,7.49,10604000
Nagpur,Manish Nagar,Apartment,1412.5,2,2,4,11,5,Unfurnished,2,0,1,1,8.26,5.68,9517000
Nagpur,Wardha Road,Apartment,1481.0,2,2,2,12,2,Semi-Furnished,1,1,0,0,7.46,6.4,10000000
Pune,Wagholi,Villa,1398.4,2,1,4,5,2,Unfurnished,1,0,0,1,8.67,6.23,11055000
Pune,Koregaon Park,Apartment,1266.0,2,2,0,2,0,Unfurnished,1,1,0,1,9.46,6.52,18600000
Pune,Koregaon Park,Apartment,2018.9,3,3,0,1,13,Unfurnished,1,1,0,1,8.78,8.04,28069000
Mumbai,Powai,Apartment,946.7,2,2,10,14,0,Semi-Furnished,1,1,0,0,8.26,4.69,27462000
Nagpur,Besa,Apartment,2565.9,4,3,8,12,2,Semi-Furnished,1,0,1,0,10.0,4.32,14243000
Nagpur,Dharampeth,Apartment,1591.1,3,3,0,10,7,Semi-Furnished,0,0,0,1,5.97,7.59,11093000
Pune,Kalyani Nagar,Plot,4354.2,0,0,0,0,0,Unfurnished,0,0,0,0,9.78,8.16,41447000
Nagpur,Civil Lines,Apartment,1825.6,4,4,1,1,6,Furnished,1,1,0,0,5.31,8.16,23327000
Mumbai,Goregaon,Apartment,1069.4,2,2,6,15,9,Semi-Furnished,2,0,0,1,2.11,5.73,17255000
Pune,Baner,Apartment,2079.7,3,3,0,2,2,Semi-Furnished,1,0,0,1,6.66,3.93,22640000
Pune,Kalyani Nagar,Villa,1148.0,3,2,3,3,1,Semi-Furnished,0,0,1,0,7.39,5.82,21516000
Pune,Kothrud,Villa,894.4,2,1,1,5,4,Semi-Furnished,1,1,0,1,6.48,5.47,17340000
Mumbai,Panvel,Apartment,1200.6,2,2,1,8,3,Unfurnished,2,0,0,1,6.26,7.34,12288000
Nagpur,Hingna,Apartment,1866.0,3,3,2,3,4,Semi-Furnished,0,0,0,0,7.64,6.05,7470000
Mumbai,Mira Road,Apartment,1905.8,3,2,14,14,21,Semi-Furnished,1,1,0,1,6.21,6.53,23345000
Mumbai,Bandra West,Villa,599.6,1,1,3,8,0,Furnished,1,1,0,1,7.32,4.87,33653000
Nagpur,Kalmna,Apartment,477.3,1,1,11,15,19,Furnished,1,0,0,0,7.8,7.55,1535000
Pune,Hadapsar,Apartment,1189.6,2,2,10,10,1,Unfurnished,1,0,1,0,6.65,8.38,11568000
Pune,Baner,Apartment,1370.8,3,2,8,10,10,Unfurnished,1,0,0,0,7.32,1.55,13982000
Nagpur,Hingna,Apartment,2433.3,4,4,6,8,17,Unfurnished,0,1,0,1,2.32,5.96,7770000
Nagpur,Civil Lines,Apartment,1930.1,3,2,0,1,5,Unfurnished,1,1,0,1,9.2,6.74,19292000
Nagpur,Kalmna,Apartment,1798.3,3,3,2,2,7,Furnished,2,1,0,1,4.8,9.8,6987000
Pune,Koregaon Park,Apartment,1003.4,2,1,5,8,27,Unfurnished,1,0,0,0,8.16,7.3,15041000
Pune,Koregaon Park,Villa,797.9,1,1,0,7,15,Unfurnished,0,1,0,1,6.64,4.84,13304000
Pune,Baner,Apartment,3362.2,5,5,0,6,7,Furnished,1,1,0,1,7.42,5.15,46269000
Pune,Wakad,Apartment,2304.5,4,3,4,4,6,Unfurnished,1,1,0,1,5.67,4.91,23790000
Pune,Baner,Apartment,1474.5,3,2,1,3,4,Semi-Furnished,1,1,0,0,6.69,5.16,18536000
Mumbai,Chembur,Apartment,2579.8,4,4,17,17,2,Semi-Furnished,1,0,0,1,8.57,7.67,63638000
Nagpur,Dharampeth,Apartment,320.0,1,1,1,6,38,Semi-Furnished,1,0,1,0,4.07,3.12,2047000
Pune,Koregaon Park,Plot,2585.4,0,0,0,0,0,Unfurnished,1,0,0,0,6.34,6.5,24430000
Nagpur,Kalmna,Apartment,1629.8,2,2,1,1,4,Semi-Furnished,1,1,0,1,4.23,5.73,6072000
Pune,Hadapsar,Plot,2856.8,0,0,0,0,0,Unfurnished,0,0,0,0,3.95,4.34,13553000
Mumbai,Goregaon,Apartment,1234.1,3,2,5,6,1,Semi-Furnished,1,0,0,1,8.73,7.87,26529000
Nagpur,Besa,Plot,2629.2,0,0,0,0,0,Unfurnished,1,0,0,0,8.51,9.32,9600000
Pune,Kalyani Nagar,Apartment,1470.6,2,2,1,4,21,Furnished,2,1,0,0,8.13,5.18,20797000
Nagpur,Ramdaspeth,Apartment,1395.8,2,2,17,18,5,Furnished,0,0,0,1,4.9,9.29,13028000
Mumbai,Chembur,Apartment,1258.3,3,2,15,16,0,Semi-Furnished,0,1,0,1,5.81,7.87,28674000
Nagpur,Hingna,Villa,1039.3,2,2,7,9,5,Furnished,1,0,0,0,10.0,8.57,5527000
Pune,Baner,Plot,990.5,0,0,0,0,0,Unfurnished,1,0,0,0,9.24,8.12,9021000
Pune,Hadapsar,Apartment,3138.6,5,5,2,11,5,Unfurnished,1,0,0,1,9.06,5.07,25749000
Nagpur,Wardha Road,Apartment,1230.8,2,1,3,7,2,Unfurnished,0,1,0,0,2.55,4.17,6278000
Nagpur,Civil Lines,Apartment,1528.2,4,3,1,11,4,Unfurnished,1,1,0,1,5.58,9.2,16208000
Nagpur,Civil Lines,Apartment,1668.2,3,3,1,5,16,Unfurnished,2,0,0,1,10.0,7.36,17865000
Mumbai,Andheri West,Apartment,1697.9,3,2,9,11,6,Semi-Furnished,0,1,1,0,5.09,7.03,63387000
Pune,Wagholi,Apartment,1483.8,3,3,0,5,1,Semi-Furnished,1,0,0,1,5.56,8.39,8024000
Mumbai,Malad,Plot,3938.7,0,0,0,0,0,Unfurnished,1,0,0,0,7.84,6.73,45408000
Pune,Kothrud,Apartment,1055.0,2,1,6,9,10,Semi-Furnished,1,0,0,0,6.35,6.95,10610000
Nagpur,Hingna,Apartment,1627.9,3,2,12,14,0,Semi-Furnished,1,1,0,1,5.35,7.98,6406000
Mumbai,Goregaon,Apartment,1568.4,3,3,5,5,14,Unfurnished,0,1,0,0,4.84,4.29,29019000
Pune,Hadapsar,Apartment,439.2,1,1,10,12,45,Semi-Furnished,1,0,1,1,6.83,5.71,3005000
Nagpur,Hingna,Plot,2942.4,0,0,0,0,0,Unfurnished,0,0,0,0,4.07,10.0,8531000
Mumbai,Goregaon,Apartment,846.2,2,2,0,2,1,Semi-Furnished,1,1,0,1,3.79,8.97,20862000
Mumbai,Andheri West,Plot,800.0,0,0,0,0,0,Unfurnished,0,0,0,0,5.94,3.92,18620000
Pune,Baner,Apartment,1304.8,2,2,1,1,7,Semi-Furnished,1,0,1,1,5.16,4.75,15669000
Nagpur,Civil Lines,Villa,1329.2,3,3,0,14,5,Semi-Furnished,2,0,1,0,6.9,5.71,16437000
Mumbai,Mira Road,Plot,1650.6,0,0,0,0,0,Unfurnished,1,0,0,0,7.3,3.67,17040000
Pune,Wagholi,Apartment,1212.9,2,1,4,8,7,Unfurnished,0,0,0,1,5.44,5.3,6365000
Mumbai,Malad,Apartment,1158.9,2,1,0,10,7,Furnished,1,0,0,1,6.97,6.91,17630000
Nagpur,Manish Nagar,Apartment,1101.4,2,2,0,12,7,Unfurnished,0,0,0,1,7.59,8.42,6169000
Pune,Koregaon Park,Plot,800.0,0,0,0,0,0,Unfurnished,0,0,0,0,5.78,7.53,9969000
Pune,Kalyani Nagar,Apartment,1617.1,3,2,2,3,1,Furnished,1,1,0,1,7.18,5.69,27593000
Mumbai,Chembur,Villa,2198.5,4,4,16,18,2,Furnished,1,0,1,0,6.55,4.49,74539000
Pune,Wakad,Apartment,1310.3,2,1,3,6,1,Semi-Furnished,2,0,0,1,4.93,6.06,12479000
Pune,Hinjewadi,Apartment,920.2,2,1,6,8,0,Unfurnished,1,1,0,0,4.46,6.86,8310000
Pune,Hinjewadi,Apartment,320.0,1,1,3,7,13,Unfurnished,1,1,0,1,8.0,5.16,2876000
Mumbai,Goregaon,Apartment,797.3,2,2,4,13,18,Semi-Furnished,2,1,0,1,6.6,8.68,15997000
Pune,Hinjewadi,Plot,2617.2,0,0,0,0,0,Unfurnished,1,0,0,0,4.98,3.5,16728000
Nagpur,Manish Nagar,Apartment,1187.8,2,2,1,1,4,Semi-Furnished,1,0,0,1,6.94,4.02,7162000
Nagpur,Besa,Apartment,2169.3,4,4,0,8,0,Unfurnished,2,0,1,1,4.43,9.41,10089000
Mumbai,Panvel,Plot,1607.8,0,0,0,0,0,Unfurnished,1,0,0,0,6.88,5.08,10171000
Nagpur,Besa,Apartment,2185.7,3,2,1,13,13,Unfurnished,1,0,0,1,5.15,5.7,8997000
Pune,Wakad,Apartment,2877.5,4,3,0,3,9,Semi-Furnished,1,0,0,0,5.92,6.72,28915000
Pune,Koregaon Park,Apartment,1726.7,3,2,14,17,3,Furnished,2,1,0,0,7.92,8.65,28329000
Pune,Koregaon Park,Villa,2522.3,5,5,8,8,8,Unfurnished,2,0,0,1,5.15,5.21,49872000
Nagpur,Ramdaspeth,Apartment,1354.6,3,3,0,9,12,Unfurnished,1,1,0,1,3.12,8.86,10078000
Mumbai,Malad,Apartment,624.1,1,1,12,17,1,Unfurnished,0,1,0,1,7.63,6.69,11784000
Nagpur,Hingna,Apartment,1339.4,2,1,2,6,8,Unfurnished,0,0,0,1,9.6,1.54,5849000
Mumbai,Chembur,Apartment,1729.4,3,3,3,16,0,Furnished,0,0,0,1,6.18,5.47,43119000
Pune,Koregaon Park,Apartment,406.5,1,1,0,9,0,Semi-Furnished,1,1,0,1,6.64,6.71,6853000
Pune,Hadapsar,Apartment,1319.8,4,3,2,9,7,Unfurnished,2,1,1,0,6.73,5.55,10546000
Mumbai,Panvel,Plot,1229.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.04,4.16,7463000
Pune,Wagholi,Apartment,1071.2,2,1,6,7,24,Semi-Furnished,1,1,0,1,8.17,5.35,6035000
Pune,Koregaon Park,Apartment,1360.4,3,2,2,5,4,Unfurnished,2,0,0,1,8.17,7.45,23749000
Mumbai,Panvel,Apartment,2411.9,4,3,11,13,5,Unfurnished,0,1,0,0,4.55,3.21,22008000
Nagpur,Ramdaspeth,Plot,2651.7,0,0,0,0,0,Unfurnished,0,0,0,0,6.85,5.36,16318000
Pune,Koregaon Park,Plot,2158.8,0,0,0,0,0,Unfurnished,0,0,0,0,9.2,7.68,25340000
Nagpur,Hingna,Apartment,1391.4,3,3,1,5,10,Furnished,0,0,0,0,7.62,7.41,6834000
